日付,SKU,カテゴリ,販売数量,単価,割引率,広告費,プロモーション,曜日,月,売上金額,前週平均販売数量,前月平均販売数量
2026-02-16,SKU009,食品,19,3363,0,831,1,Monday,2,63897,16.7,14.5
2026-02-17,SKU009,食品,15,3363,0,0,0,Tuesday,2,50445,17.3,14.7
2026-02-18,SKU009,食品,14,3363,10,0,0,Wednesday,2,42373,18.1,14.8
2026-02-19,SKU009,食品,11,3363,0,4089,0,Thursday,2,36993,17.1,14.8
2026-02-20,SKU009,食品,16,3363,10,0,0,Friday,2,48427,16.6,14.8
2026-02-21,SKU009,食品,19,3363,0,1799,0,Saturday,2,63897,16.6,14.9
2026-02-22,SKU009,食品,14,3363,0,0,0,Sunday,2,47082,17.3,15.1
2026-02-23,SKU009,食品,11,3363,0,195,0,Monday,2,36993,15.4,15.1
2026-02-24,SKU009,食品,14,3363,0,2025,0,Tuesday,2,47082,14.3,15.0
2026-02-25,SKU009,食品,10,3363,0,0,0,Wednesday,2,33630,14.1,15.1
2026-02-26,SKU009,食品,13,3363,5,6333,0,Thursday,2,41533,13.6,15.2
2026-02-27,SKU009,食品,9,3363,0,0,0,Friday,2,30267,13.9,15.2
2026-02-28,SKU009,食品,25,3363,0,0,1,Saturday,2,84075,12.9,15.1
2026-03-01,SKU009,食品,32,3363,10,0,1,Sunday,3,96854,13.7,15.5
2026-03-02,SKU009,食品,25,3363,10,0,1,Monday,3,75667,16.3,16.2
2026-03-03,SKU009,食品,14,3363,0,0,0,Tuesday,3,47082,18.3,16.6
2026-03-04,SKU009,食品,14,3363,0,373,0,Wednesday,3,47082,18.3,16.5
2026-03-05,SKU009,食品,13,3363,0,0,0,Thursday,3,43719,18.9,16.6
2026-03-06,SKU009,食品,15,3363,0,1647,0,Friday,3,50445,18.9,16.3
2026-03-07,SKU009,食品,19,3363,0,0,0,Saturday,3,63897,19.7,16.4
2026-03-08,SKU009,食品,16,3363,0,3983,0,Sunday,3,53808,18.9,16.6
2026-03-09,SKU009,食品,13,3363,20,0,0,Monday,3,34975,16.6,16.8
2026-03-10,SKU009,食品,21,3363,0,0,1,Tuesday,3,70623,14.9,16.1
2026-03-11,SKU009,食品,13,3363,0,0,0,Wednesday,3,43719,15.9,16.3
2026-03-12,SKU009,食品,16,3363,0,0,0,Thursday,3,53808,15.7,16.2
2026-03-13,SKU009,食品,21,3363,0,0,1,Friday,3,70623,16.1,16.5
2026-03-14,SKU009,食品,19,3363,0,635,0,Saturday,3,63897,17.0,16.5
2026-03-15,SKU009,食品,23,3363,0,0,1,Sunday,3,77349,17.0,16.6
2026-03-16,SKU009,食品,14,3363,0,746,0,Monday,3,47082,18.0,16.8
2026-03-17,SKU009,食品,13,3363,0,866,0,Tuesday,3,43719,18.1,16.8
2026-03-18,SKU009,食品,15,3363,0,0,0,Wednesday,3,50445,17.0,16.4
2026-03-19,SKU009,食品,14,3363,0,0,0,Thursday,3,47082,17.3,16.2
2026-03-20,SKU009,食品,15,3363,0,0,0,Friday,3,50445,17.0,16.2
2026-03-21,SKU009,食品,22,3363,10,0,0,Saturday,3,66587,16.1,16.2
2026-03-22,SKU009,食品,15,3363,0,6794,0,Sunday,3,50445,16.6,16.6
2026-03-23,SKU009,食品,16,3363,0,0,0,Monday,3,53808,15.4,16.6
2026-03-24,SKU009,食品,17,3363,0,0,0,Tuesday,3,57171,15.7,16.5
2026-03-25,SKU009,食品,21,3363,0,0,1,Wednesday,3,70623,16.3,16.6
2026-03-26,SKU009,食品,13,3363,0,0,0,Thursday,3,43719,17.1,16.9
2026-03-27,SKU009,食品,15,3363,0,2148,0,Friday,3,50445,17.0,16.9
2026-03-28,SKU009,食品,16,3363,0,0,0,Saturday,3,53808,17.0,17.0
2026-03-29,SKU009,食品,20,3363,0,0,0,Sunday,3,67260,16.1,17.1
2026-03-30,SKU009,食品,12,3363,0,2610,0,Monday,3,40356,16.9,17.5
2026-03-31,SKU009,食品,10,3363,0,2256,0,Tuesday,3,33630,16.3,17.1
2025-04-01,SKU010,雑貨,28,3977,0,0,0,Tuesday,4,111356,0.0,0.0
2025-04-02,SKU010,雑貨,47,3977,10,0,1,Wednesday,4,168227,28.0,28.0
2025-04-03,SKU010,雑貨,42,3977,10,0,0,Thursday,4,150330,37.5,37.5
2025-04-04,SKU010,雑貨,34,3977,5,0,0,Friday,4,128457,39.0,39.0
2025-04-05,SKU010,雑貨,57,3977,0,608,0,Saturday,4,226689,37.8,37.8
2025-04-06,SKU010,雑貨,82,3977,0,1211,1,Sunday,4,326114,41.6,41.6
2025-04-07,SKU010,雑貨,32,3977,0,589,0,Monday,4,127264,48.3,48.3
2025-04-08,SKU010,雑貨,37,3977,5,0,0,Tuesday,4,139791,46.0,46.0
2025-04-09,SKU010,雑貨,35,3977,0,0,0,Wednesday,4,139195,47.3,44.9
2025-04-10,SKU010,雑貨,39,3977,0,0,0,Thursday,4,155103,45.6,43.8
2025-04-11,SKU010,雑貨,29,3977,0,0,0,Friday,4,115333,45.1,43.3
2025-04-12,SKU010,雑貨,50,3977,0,0,0,Saturday,4,198850,44.4,42.0
2025-04-13,SKU010,雑貨,58,3977,0,838,0,Sunday,4,230666,43.4,42.7
2025-04-14,SKU010,雑貨,37,3977,10,0,0,Monday,4,132434,40.0,43.8
2025-04-15,SKU010,雑貨,42,3977,0,3494,0,Tuesday,4,167034,40.7,43.4
2025-04-16,SKU010,雑貨,21,3977,5,0,0,Wednesday,4,79341,41.4,43.3
2025-04-17,SKU010,雑貨,42,3977,0,1534,0,Thursday,4,167034,39.4,41.9
2025-04-18,SKU010,雑貨,46,3977,0,0,0,Friday,4,182942,39.9,41.9
2025-04-19,SKU010,雑貨,44,3977,5,142,0,Saturday,4,166238,42.3,42.1
2025-04-20,SKU010,雑貨,55,3977,0,0,0,Sunday,4,218735,41.4,42.2
2025-04-21,SKU010,雑貨,27,3977,0,0,0,Monday,4,107379,41.0,42.8
2025-04-22,SKU010,雑貨,40,3977,0,0,0,Tuesday,4,159080,39.6,42.1
2025-04-23,SKU010,雑貨,41,3977,0,482,0,Wednesday,4,163057,39.3,42.0
2025-04-24,SKU010,雑貨,32,3977,0,0,0,Thursday,4,127264,42.1,42.0
2025-04-25,SKU010,雑貨,36,3977,10,0,0,Friday,4,128854,40.7,41.5
2025-04-26,SKU010,雑貨,56,3977,15,1182,0,Saturday,4,189305,39.3,41.3
2025-04-27,SKU010,雑貨,62,3977,15,0,0,Sunday,4,209587,41.0,41.9
2025-04-28,SKU010,雑貨,45,3977,0,0,0,Monday,4,178965,42.0,42.6
2025-04-29,SKU010,雑貨,32,3977,0,6432,0,Tuesday,4,127264,44.6,42.7
2025-04-30,SKU010,雑貨,29,3977,0,0,0,Wednesday,4,115333,43.4,42.3
2025-05-01,SKU010,雑貨,36,3977,0,0,0,Thursday,5,143172,41.7,41.9
2025-05-02,SKU010,雑貨,50,3977,0,0,0,Friday,5,198850,42.3,42.2
2025-05-03,SKU010,雑貨,51,3977,0,0,0,Saturday,5,202827,44.3,42.3
2025-05-04,SKU010,雑貨,48,3977,0,0,0,Sunday,5,190896,43.6,42.6
2025-05-05,SKU010,雑貨,53,3977,0,0,0,Monday,5,210781,41.6,43.0
2025-05-06,SKU010,雑貨,31,3977,0,0,0,Tuesday,5,123287,42.7,42.9
2025-05-07,SKU010,雑貨,55,3977,0,7353,1,Wednesday,5,218735,42.6,41.2
2025-05-08,SKU010,雑貨,46,3977,20,3357,0,Thursday,5,146353,46.3,42.0
2025-05-09,SKU010,雑貨,52,3977,0,14152,1,Friday,5,206804,47.7,42.3
2025-05-10,SKU010,雑貨,29,3977,0,0,0,Saturday,5,115333,48.0,42.8
2025-05-11,SKU010,雑貨,43,3977,0,173,0,Sunday,5,171011,44.9,42.5
2025-05-12,SKU010,雑貨,41,3977,20,1520,0,Monday,5,130445,44.1,43.0
2025-05-13,SKU010,雑貨,44,3977,5,5883,0,Tuesday,5,166238,42.4,42.7
2025-05-14,SKU010,雑貨,34,3977,0,152,0,Wednesday,5,135218,44.3,42.2
2025-05-15,SKU010,雑貨,36,3977,0,4161,0,Thursday,5,143172,41.3,42.1
2025-05-16,SKU010,雑貨,45,3977,0,0,1,Friday,5,178965,39.9,41.9
2025-05-17,SKU010,雑貨,54,3977,0,342,0,Saturday,5,214758,38.9,42.7
2025-05-18,SKU010,雑貨,86,3977,20,74,1,Sunday,5,273617,42.4,43.1
2025-05-19,SKU010,雑貨,37,3977,5,0,0,Monday,5,139791,48.6,44.4
2025-05-20,SKU010,雑貨,45,3977,0,0,0,Tuesday,5,178965,48.0,44.2
2025-05-21,SKU010,雑貨,32,3977,0,1417,0,Wednesday,5,127264,48.1,43.9
2025-05-22,SKU010,雑貨,37,3977,0,0,0,Thursday,5,147149,47.9,44.0
2025-05-23,SKU010,雑貨,32,3977,0,0,0,Friday,5,127264,48.0,43.9
2025-05-24,SKU010,雑貨,46,3977,10,0,0,Saturday,5,164647,46.1,43.6
2025-05-25,SKU010,雑貨,58,3977,15,0,0,Sunday,5,196066,45.0,44.1
2025-05-26,SKU010,雑貨,46,3977,0,1645,0,Monday,5,182942,41.0,44.8
2025-05-27,SKU010,雑貨,59,3977,10,0,1,Tuesday,5,211178,42.3,44.5
2025-05-28,SKU010,雑貨,42,3977,0,0,0,Wednesday,5,167034,44.3,44.4
2025-05-29,SKU010,雑貨,30,3977,0,2186,0,Thursday,5,119310,45.7,44.3
2025-05-30,SKU010,雑貨,36,3977,0,0,0,Friday,5,143172,44.7,44.2
2025-05-31,SKU010,雑貨,55,3977,10,0,0,Saturday,5,196861,45.3,44.5
2025-06-01,SKU010,雑貨,46,3977,0,0,0,Sunday,6,182942,46.6,45.1
2025-06-02,SKU010,雑貨,34,3977,0,663,0,Monday,6,135218,44.9,45.0
2025-06-03,SKU010,雑貨,32,3977,0,358,0,Tuesday,6,127264,43.1,44.4
2025-06-04,SKU010,雑貨,43,3977,0,2117,0,Wednesday,6,171011,39.3,43.9
2025-06-05,SKU010,雑貨,39,3977,0,0,1,Thursday,6,155103,39.4,43.5
2025-06-06,SKU010,雑貨,36,3977,0,751,0,Friday,6,143172,40.7,43.8
2025-06-07,SKU010,雑貨,66,3977,0,0,1,Saturday,6,262482,40.7,43.2
2025-06-08,SKU010,雑貨,41,3977,0,1097,0,Sunday,6,163057,42.3,43.8
2025-06-09,SKU010,雑貨,24,3977,0,227,0,Monday,6,95448,41.6,43.5
2025-06-10,SKU010,雑貨,37,3977,0,0,0,Tuesday,6,147149,40.1,43.3
2025-06-11,SKU010,雑貨,36,3977,15,1962,0,Wednesday,6,121696,40.9,43.1
2025-06-12,SKU010,雑貨,46,3977,30,0,0,Thursday,6,128059,39.9,42.9
2025-06-13,SKU010,雑貨,38,3977,15,0,0,Friday,6,128457,40.9,43.0
2025-06-14,SKU010,雑貨,42,3977,0,0,0,Saturday,6,167034,41.1,43.1
2025-06-15,SKU010,雑貨,42,3977,0,0,0,Sunday,6,167034,37.7,43.3
2025-06-16,SKU010,雑貨,40,3977,0,0,0,Monday,6,159080,37.9,43.2
2025-06-17,SKU010,雑貨,28,3977,5,4194,0,Tuesday,6,105788,40.1,42.8
2025-06-18,SKU010,雑貨,23,3977,0,0,0,Wednesday,6,91471,38.9,40.8
2025-06-19,SKU010,雑貨,42,3977,0,0,0,Thursday,6,167034,37.0,40.4
2025-06-20,SKU010,雑貨,44,3977,20,1612,0,Friday,6,139990,36.4,40.3
2025-06-21,SKU010,雑貨,48,3977,0,0,0,Saturday,6,190896,37.3,40.7
2025-06-22,SKU010,雑貨,41,3977,0,0,0,Sunday,6,163057,38.1,41.0
2025-06-23,SKU010,雑貨,32,3977,0,713,0,Monday,6,127264,38.0,41.3
2025-06-24,SKU010,雑貨,38,3977,0,1317,0,Tuesday,6,151126,36.9,40.9
2025-06-25,SKU010,雑貨,31,3977,0,306,0,Wednesday,6,123287,38.3,40.2
2025-06-26,SKU010,雑貨,46,3977,0,0,0,Thursday,6,182942,39.4,39.7
2025-06-27,SKU010,雑貨,28,3977,0,2626,0,Friday,6,111356,40.0,39.3
2025-06-28,SKU010,雑貨,51,3977,10,0,0,Saturday,6,182544,37.7,38.8
2025-06-29,SKU010,雑貨,47,3977,15,614,0,Sunday,6,158881,38.1,39.5
2025-06-30,SKU010,雑貨,28,3977,0,951,0,Monday,6,111356,39.0,39.9
2025-07-01,SKU010,雑貨,26,3977,5,0,0,Tuesday,7,98231,38.4,39.0
2025-07-02,SKU010,雑貨,32,3977,0,833,0,Wednesday,7,127264,36.7,38.3
2025-07-03,SKU010,雑貨,29,3977,0,0,0,Thursday,7,115333,36.9,38.2
2025-07-04,SKU010,雑貨,41,3977,0,1737,1,Friday,7,163057,34.4,38.1
2025-07-05,SKU010,雑貨,34,3977,0,372,0,Saturday,7,135218,36.3,38.1
2025-07-06,SKU010,雑貨,31,3977,0,1253,0,Sunday,7,123287,33.9,37.9
2025-07-07,SKU010,雑貨,32,3977,0,0,0,Monday,7,127264,31.6,37.7
2025-07-08,SKU010,雑貨,40,3977,5,306,0,Tuesday,7,151126,32.1,36.6
2025-07-09,SKU010,雑貨,44,3977,0,633,1,Wednesday,7,174988,34.1,36.6
2025-07-10,SKU010,雑貨,33,3977,5,0,0,Thursday,7,124678,35.9,37.2
2025-07-11,SKU010,雑貨,25,3977,0,0,0,Friday,7,99425,36.4,37.1
2025-07-12,SKU010,雑貨,45,3977,0,0,0,Saturday,7,178965,34.1,36.7
2025-07-13,SKU010,雑貨,62,3977,0,0,1,Sunday,7,246574,35.7,36.7
2025-07-14,SKU010,雑貨,27,3977,0,0,0,Monday,7,107379,40.1,37.5
2025-07-15,SKU010,雑貨,34,3977,10,2915,0,Tuesday,7,121696,39.4,37.0
2025-07-16,SKU010,雑貨,31,3977,0,0,0,Wednesday,7,123287,38.6,36.7
2025-07-17,SKU010,雑貨,28,3977,0,0,0,Thursday,7,111356,36.7,36.4
2025-07-18,SKU010,雑貨,17,3977,0,208,0,Friday,7,67609,36.0,36.4
2025-07-19,SKU010,雑貨,35,3977,0,0,0,Saturday,7,139195,34.9,36.2
2025-07-20,SKU010,雑貨,61,3977,0,6661,1,Sunday,7,242597,33.4,36.0
2025-07-21,SKU010,雑貨,16,3977,0,0,0,Monday,7,63632,33.3,36.6
2025-07-22,SKU010,雑貨,31,3977,0,0,0,Tuesday,7,123287,31.7,35.5
2025-07-23,SKU010,雑貨,32,3977,0,849,0,Wednesday,7,127264,31.3,35.2
2025-07-24,SKU010,雑貨,36,3977,0,7021,0,Thursday,7,143172,31.4,35.2
2025-07-25,SKU010,雑貨,22,3977,10,725,0,Friday,7,78744,32.6,35.1
2025-07-26,SKU010,雑貨,42,3977,0,345,0,Saturday,7,167034,33.3,34.8
2025-07-27,SKU010,雑貨,71,3977,20,2581,1,Sunday,7,225893,34.3,34.7
2025-07-28,SKU010,雑貨,29,3977,0,3702,0,Monday,7,115333,35.7,36.1
2025-07-29,SKU010,雑貨,36,3977,30,0,0,Tuesday,7,100220,37.6,35.4
2025-07-30,SKU010,雑貨,29,3977,0,0,0,Wednesday,7,115333,38.3,35.0
2025-07-31,SKU010,雑貨,29,3977,10,0,0,Thursday,7,103799,37.9,35.0
2025-08-01,SKU010,雑貨,26,3977,5,0,0,Friday,8,98231,36.9,35.1
2025-08-02,SKU010,雑貨,31,3977,0,0,0,Saturday,8,123287,37.4,34.9
2025-08-03,SKU010,雑貨,31,3977,0,0,0,Sunday,8,123287,35.9,35.0
2025-08-04,SKU010,雑貨,20,3977,0,1015,0,Monday,8,79540,30.1,34.7
2025-08-05,SKU010,雑貨,45,3977,0,0,1,Tuesday,8,178965,28.9,34.2
2025-08-06,SKU010,雑貨,34,3977,0,0,0,Wednesday,8,135218,30.1,34.7
2025-08-07,SKU010,雑貨,23,3977,0,971,0,Thursday,8,91471,30.9,34.7
2025-08-08,SKU010,雑貨,34,3977,5,0,0,Friday,8,128457,30.0,34.2
2025-08-09,SKU010,雑貨,33,3977,5,125,0,Saturday,8,124678,31.1,33.8
2025-08-10,SKU010,雑貨,38,3977,0,0,0,Sunday,8,151126,31.4,33.8
2025-08-11,SKU010,雑貨,20,3977,0,0,0,Monday,8,79540,32.4,34.3
2025-08-12,SKU010,雑貨,30,3977,30,1765,0,Tuesday,8,83517,32.4,33.4
2025-08-13,SKU010,雑貨,40,3977,0,0,1,Wednesday,8,159080,30.3,32.4
2025-08-14,SKU010,雑貨,32,3977,5,0,0,Thursday,8,120900,31.1,32.8
2025-08-15,SKU010,雑貨,30,3977,15,395,0,Friday,8,101413,32.4,32.7
2025-08-16,SKU010,雑貨,36,3977,0,0,0,Saturday,8,143172,31.9,32.7
2025-08-17,SKU010,雑貨,53,3977,5,0,1,Sunday,8,200241,32.3,33.0
2025-08-18,SKU010,雑貨,27,3977,0,0,0,Monday,8,107379,34.4,34.2
2025-08-19,SKU010,雑貨,21,3977,0,0,0,Tuesday,8,83517,35.4,33.9
2025-08-20,SKU010,雑貨,22,3977,0,1418,0,Wednesday,8,87494,34.1,32.6
2025-08-21,SKU010,雑貨,18,3977,0,1177,0,Thursday,8,71586,31.6,32.8
2025-08-22,SKU010,雑貨,40,3977,30,0,0,Friday,8,111356,29.6,32.3
2025-08-23,SKU010,雑貨,26,3977,0,0,0,Saturday,8,103402,31.0,32.6
2025-08-24,SKU010,雑貨,38,3977,0,3204,0,Sunday,8,151126,29.6,32.3
2025-08-25,SKU010,雑貨,29,3977,0,0,0,Monday,8,115333,27.4,32.8
2025-08-26,SKU010,雑貨,26,3977,5,0,0,Tuesday,8,98231,27.7,32.4
2025-08-27,SKU010,雑貨,28,3977,10,0,0,Wednesday,8,100220,28.4,30.9
2025-08-28,SKU010,雑貨,28,3977,5,1276,0,Thursday,8,105788,29.3,30.8
2025-08-29,SKU010,雑貨,19,3977,0,0,0,Friday,8,75563,30.7,30.6
2025-08-30,SKU010,雑貨,44,3977,15,0,0,Saturday,8,148739,27.7,30.2
2025-08-31,SKU010,雑貨,35,3977,0,312,0,Sunday,8,139195,30.3,30.7
2025-09-01,SKU010,雑貨,22,3977,0,0,0,Monday,9,87494,29.9,31.0
2025-09-02,SKU010,雑貨,28,3977,10,1558,0,Tuesday,9,100220,28.9,30.7
2025-09-03,SKU010,雑貨,17,3977,0,535,0,Wednesday,9,67609,29.1,30.6
2025-09-04,SKU010,雑貨,31,3977,20,0,0,Thursday,9,98629,27.6,30.5
2025-09-05,SKU010,雑貨,28,3977,10,7869,0,Friday,9,100220,28.0,30.1
2025-09-06,SKU010,雑貨,29,3977,0,0,0,Saturday,9,115333,29.3,29.9
2025-09-07,SKU010,雑貨,28,3977,0,320,0,Sunday,9,111356,27.1,30.1
2025-09-08,SKU010,雑貨,35,3977,0,0,1,Monday,9,139195,26.1,29.9
2025-09-09,SKU010,雑貨,26,3977,0,0,0,Tuesday,9,103402,28.0,29.9
2025-09-10,SKU010,雑貨,20,3977,0,3619,0,Wednesday,9,79540,27.7,29.5
2025-09-11,SKU010,雑貨,20,3977,0,0,0,Thursday,9,79540,28.1,29.5
2025-09-12,SKU010,雑貨,27,3977,0,0,1,Friday,9,107379,26.6,29.2
2025-09-13,SKU010,雑貨,39,3977,0,0,1,Saturday,9,155103,26.4,28.8
2025-09-14,SKU010,雑貨,34,3977,0,3512,0,Sunday,9,135218,27.9,29.0
2025-09-15,SKU010,雑貨,21,3977,0,2522,0,Monday,9,83517,28.7,29.1
2025-09-16,SKU010,雑貨,28,3977,0,0,0,Tuesday,9,111356,26.7,28.6
2025-09-17,SKU010,雑貨,28,3977,30,1040,0,Wednesday,9,77949,27.0,27.8
2025-09-18,SKU010,雑貨,15,3977,0,638,0,Thursday,9,59655,28.1,27.8
2025-09-19,SKU010,雑貨,25,3977,20,0,0,Friday,9,79540,27.4,27.6
2025-09-20,SKU010,雑貨,36,3977,20,0,0,Saturday,9,114537,27.1,27.7
2025-09-21,SKU010,雑貨,39,3977,0,277,1,Sunday,9,155103,26.7,28.3
2025-09-22,SKU010,雑貨,21,3977,0,0,0,Monday,9,83517,27.4,28.3
2025-09-23,SKU010,雑貨,22,3977,0,0,0,Tuesday,9,87494,27.4,28.1
2025-09-24,SKU010,雑貨,23,3977,0,0,0,Wednesday,9,91471,26.6,27.6
2025-09-25,SKU010,雑貨,20,3977,15,0,0,Thursday,9,67609,25.9,27.4
2025-09-26,SKU010,雑貨,28,3977,0,0,0,Friday,9,111356,26.6,27.2
2025-09-27,SKU010,雑貨,36,3977,10,0,0,Saturday,9,128854,27.0,27.2
2025-09-28,SKU010,雑貨,27,3977,0,0,0,Sunday,9,107379,27.0,27.5
2025-09-29,SKU010,雑貨,43,3977,0,243,1,Monday,9,171011,25.3,27.7
2025-09-30,SKU010,雑貨,42,3977,15,0,1,Tuesday,9,141978,28.4,27.7
2025-10-01,SKU010,雑貨,16,3977,0,0,0,Wednesday,10,63632,31.3,27.9
2025-10-02,SKU010,雑貨,19,3977,0,0,0,Thursday,10,75563,30.3,27.7
2025-10-03,SKU010,雑貨,29,3977,0,0,0,Friday,10,115333,30.1,27.4
2025-10-04,SKU010,雑貨,27,3977,0,0,0,Saturday,10,107379,30.3,27.8
2025-10-05,SKU010,雑貨,37,3977,0,966,1,Sunday,10,147149,29.0,27.7
2025-10-06,SKU010,雑貨,33,3977,0,0,0,Monday,10,131241,30.4,28.0
2025-10-07,SKU010,雑貨,19,3977,0,0,0,Tuesday,10,75563,29.0,28.1
2025-10-08,SKU010,雑貨,26,3977,10,0,0,Wednesday,10,93061,25.7,27.8
2025-10-09,SKU010,雑貨,35,3977,0,0,1,Thursday,10,139195,27.1,27.5
2025-10-10,SKU010,雑貨,25,3977,0,1364,0,Friday,10,99425,29.4,27.8
2025-10-11,SKU010,雑貨,37,3977,0,965,0,Saturday,10,147149,28.9,28.0
2025-10-12,SKU010,雑貨,31,3977,0,0,0,Sunday,10,123287,30.3,28.6
2025-10-13,SKU010,雑貨,34,3977,30,0,0,Monday,10,94652,29.4,28.7
2025-10-14,SKU010,雑貨,20,3977,0,0,0,Tuesday,10,79540,29.6,28.5
2025-10-15,SKU010,雑貨,17,3977,0,9438,0,Wednesday,10,67609,29.7,28.1
2025-10-16,SKU010,雑貨,22,3977,0,0,0,Thursday,10,87494,28.4,27.9
2025-10-17,SKU010,雑貨,18,3977,0,0,0,Friday,10,71586,26.6,27.7
2025-10-18,SKU010,雑貨,34,3977,0,0,0,Saturday,10,135218,25.6,27.4
2025-10-19,SKU010,雑貨,34,3977,0,0,0,Sunday,10,135218,25.1,28.0
2025-10-20,SKU010,雑貨,18,3977,0,0,0,Monday,10,71586,25.6,28.3
2025-10-21,SKU010,雑貨,22,3977,10,0,0,Tuesday,10,78744,23.3,27.7
2025-10-22,SKU010,雑貨,26,3977,0,0,0,Wednesday,10,103402,23.6,27.2
2025-10-23,SKU010,雑貨,22,3977,0,0,0,Thursday,10,87494,24.9,27.3
2025-10-24,SKU010,雑貨,15,3977,0,3648,0,Friday,10,59655,24.9,27.3
2025-10-25,SKU010,雑貨,33,3977,0,2079,0,Saturday,10,131241,24.4,27.1
2025-10-26,SKU010,雑貨,23,3977,0,0,0,Sunday,10,91471,24.3,27.5
2025-10-27,SKU010,雑貨,25,3977,0,0,0,Monday,10,99425,22.7,27.3
2025-10-28,SKU010,雑貨,23,3977,15,1301,0,Tuesday,10,77750,23.7,27.0
2025-10-29,SKU010,雑貨,23,3977,0,0,0,Wednesday,10,91471,23.9,26.8
2025-10-30,SKU010,雑貨,21,3977,0,0,0,Thursday,10,83517,23.4,26.2
2025-10-31,SKU010,雑貨,23,3977,0,345,0,Friday,10,91471,23.3,25.5
2025-11-01,SKU010,雑貨,38,3977,0,2353,1,Saturday,11,151126,24.4,25.7
2025-11-02,SKU010,雑貨,35,3977,15,954,0,Sunday,11,118315,25.1,26.3
2025-11-03,SKU010,雑貨,31,3977,0,0,0,Monday,11,123287,26.9,26.5
2025-11-04,SKU010,雑貨,23,3977,0,0,0,Tuesday,11,91471,27.7,26.7
2025-11-05,SKU010,雑貨,39,3977,0,2766,1,Wednesday,11,155103,27.7,26.2
2025-11-06,SKU010,雑貨,18,3977,0,198,0,Thursday,11,71586,30.0,26.4
2025-11-07,SKU010,雑貨,17,3977,0,0,0,Friday,11,67609,29.6,26.4
2025-11-08,SKU010,雑貨,42,3977,0,0,1,Saturday,11,167034,28.7,26.1
2025-11-09,SKU010,雑貨,22,3977,0,0,0,Sunday,11,87494,29.3,26.3
2025-11-10,SKU010,雑貨,33,3977,15,0,0,Monday,11,111554,27.4,26.2
2025-11-11,SKU010,雑貨,15,3977,0,0,0,Tuesday,11,59655,27.7,26.1
2025-11-12,SKU010,雑貨,23,3977,5,1555,0,Wednesday,11,86897,26.6,25.5
2025-11-13,SKU010,雑貨,30,3977,0,0,0,Thursday,11,119310,24.3,25.2
2025-11-14,SKU010,雑貨,26,3977,0,1984,0,Friday,11,103402,26.0,25.5
2025-11-15,SKU010,雑貨,34,3977,0,0,0,Saturday,11,135218,27.3,25.8
2025-11-16,SKU010,雑貨,37,3977,10,1025,0,Sunday,11,132434,26.1,26.2
2025-11-17,SKU010,雑貨,33,3977,15,0,0,Monday,11,111554,28.3,26.8
2025-11-18,SKU010,雑貨,30,3977,0,0,1,Tuesday,11,119310,28.3,26.8
2025-11-19,SKU010,雑貨,17,3977,0,598,0,Wednesday,11,67609,30.4,26.7
2025-11-20,SKU010,雑貨,20,3977,0,0,0,Thursday,11,79540,29.6,26.6
2025-11-21,SKU010,雑貨,27,3977,0,0,0,Friday,11,107379,28.1,26.6
2025-11-22,SKU010,雑貨,23,3977,0,0,0,Saturday,11,91471,28.3,26.6
2025-11-23,SKU010,雑貨,44,3977,0,506,1,Sunday,11,174988,26.7,26.6
2025-11-24,SKU010,雑貨,32,3977,0,0,0,Monday,11,127264,27.7,27.6
2025-11-25,SKU010,雑貨,11,3977,0,557,0,Tuesday,11,43747,27.6,27.6
2025-11-26,SKU010,雑貨,28,3977,0,10791,0,Wednesday,11,111356,24.9,27.2
2025-11-27,SKU010,雑貨,29,3977,5,0,0,Thursday,11,109566,26.4,27.3
2025-11-28,SKU010,雑貨,16,3977,0,5573,0,Friday,11,63632,27.7,27.5
2025-11-29,SKU010,雑貨,27,3977,0,0,0,Saturday,11,107379,26.1,27.2
2025-11-30,SKU010,雑貨,37,3977,15,1678,0,Sunday,11,125076,26.7,27.4
2025-12-01,SKU010,雑貨,28,3977,20,0,0,Monday,12,89084,25.7,27.9
2025-12-02,SKU010,雑貨,36,3977,0,3953,0,Tuesday,12,143172,25.1,27.6
2025-12-03,SKU010,雑貨,33,3977,15,0,0,Wednesday,12,111554,28.7,27.6
2025-12-04,SKU010,雑貨,28,3977,0,0,0,Thursday,12,111356,29.4,27.7
2025-12-05,SKU010,雑貨,27,3977,10,1131,0,Friday,12,96641,29.3,27.8
2025-12-06,SKU010,雑貨,29,3977,0,723,0,Saturday,12,115333,30.9,27.4
2025-12-07,SKU010,雑貨,47,3977,5,0,1,Sunday,12,177573,31.1,27.8
2025-12-08,SKU010,雑貨,40,3977,0,72,1,Monday,12,159080,32.6,28.8
2025-12-09,SKU010,雑貨,33,3977,0,579,0,Tuesday,12,131241,34.3,28.7
2025-12-10,SKU010,雑貨,43,3977,0,0,1,Wednesday,12,171011,33.9,29.1
2025-12-11,SKU010,雑貨,43,3977,0,0,1,Thursday,12,171011,35.3,29.4
2025-12-12,SKU010,雑貨,24,3977,0,0,0,Friday,12,95448,37.4,30.4
2025-12-13,SKU010,雑貨,43,3977,0,0,1,Saturday,12,171011,37.0,30.4
2025-12-14,SKU010,雑貨,32,3977,20,9255,0,Sunday,12,101811,39.0,30.8
2025-12-15,SKU010,雑貨,26,3977,0,0,0,Monday,12,103402,36.9,31.0
